Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Program.cs,16,12,T:Microsoft.AspNetCore.WebHost,,,,,return WebHost.CreateDefaultBuilder(args)                  .UseStartup<Startup>()                  .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Program.cs,16,12,T:Microsoft.AspNetCore.Hosting.IWebHost,,,,,return WebHost.CreateDefaultBuilder(args)                  .UseStartup<Startup>()                  .Build();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Program.cs,11,12,T:Microsoft.AspNetCore.Hosting.IWebHost,,,,,BuildWebHost(args).Run();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,172,16,"M:Microsoft.Extensions.Configuration.ConfigurationBinder.GetValue``1(Microsoft.Extensions.Configuration.IConfiguration,System.String)",,,,,"bool canShowSummaries = _appConfiguration.GetValue<bool>(""Swagger:ShowSummaries"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,141,16,T:System.Uri,,,,,"options.SwaggerDoc(_apiVersion, new OpenApiInfo                  {                      Version = _apiVersion,                      Title = ""CHIETAMIS API"",                      Description = ""CHIETAMIS"",                      // uncomment if needed TermsOfService = new Uri(""https://example.com/terms""),                      Contact = new OpenApiContact                      {                          Name = ""CHIETAMIS"",                          Email = string.Empty,                          Url = new Uri(""https://twitter.com/aspboilerplate""),                      },                      License = new OpenApiLicense                      {                          Name = ""MIT License"",                          Url = new Uri(""https://github.com/aspnetboilerplate/aspnetboilerplate/blob/dev/LICENSE""),                      }                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,141,16,M:System.Uri.#ctor(System.String),,,,,"options.SwaggerDoc(_apiVersion, new OpenApiInfo                  {                      Version = _apiVersion,                      Title = ""CHIETAMIS API"",                      Description = ""CHIETAMIS"",                      // uncomment if needed TermsOfService = new Uri(""https://example.com/terms""),                      Contact = new OpenApiContact                      {                          Name = ""CHIETAMIS"",                          Email = string.Empty,                          Url = new Uri(""https://twitter.com/aspboilerplate""),                      },                      License = new OpenApiLicense                      {                          Name = ""MIT License"",                          Url = new Uri(""https://github.com/aspnetboilerplate/aspnetboilerplate/blob/dev/LICENSE""),                      }                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,141,16,T:System.Uri,,,,,"options.SwaggerDoc(_apiVersion, new OpenApiInfo                  {                      Version = _apiVersion,                      Title = ""CHIETAMIS API"",                      Description = ""CHIETAMIS"",                      // uncomment if needed TermsOfService = new Uri(""https://example.com/terms""),                      Contact = new OpenApiContact                      {                          Name = ""CHIETAMIS"",                          Email = string.Empty,                          Url = new Uri(""https://twitter.com/aspboilerplate""),                      },                      License = new OpenApiLicense                      {                          Name = ""MIT License"",                          Url = new Uri(""https://github.com/aspnetboilerplate/aspnetboilerplate/blob/dev/LICENSE""),                      }                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,141,16,T:System.Uri,,,,,"options.SwaggerDoc(_apiVersion, new OpenApiInfo                  {                      Version = _apiVersion,                      Title = ""CHIETAMIS API"",                      Description = ""CHIETAMIS"",                      // uncomment if needed TermsOfService = new Uri(""https://example.com/terms""),                      Contact = new OpenApiContact                      {                          Name = ""CHIETAMIS"",                          Email = string.Empty,                          Url = new Uri(""https://twitter.com/aspboilerplate""),                      },                      License = new OpenApiLicense                      {                          Name = ""MIT License"",                          Url = new Uri(""https://github.com/aspnetboilerplate/aspnetboilerplate/blob/dev/LICENSE""),                      }                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,141,16,M:System.Uri.#ctor(System.String),,,,,"options.SwaggerDoc(_apiVersion, new OpenApiInfo                  {                      Version = _apiVersion,                      Title = ""CHIETAMIS API"",                      Description = ""CHIETAMIS"",                      // uncomment if needed TermsOfService = new Uri(""https://example.com/terms""),                      Contact = new OpenApiContact                      {                          Name = ""CHIETAMIS"",                          Email = string.Empty,                          Url = new Uri(""https://twitter.com/aspboilerplate""),                      },                      License = new OpenApiLicense                      {                          Name = ""MIT License"",                          Url = new Uri(""https://github.com/aspnetboilerplate/aspnetboilerplate/blob/dev/LICENSE""),                      }                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,141,16,T:System.Uri,,,,,"options.SwaggerDoc(_apiVersion, new OpenApiInfo                  {                      Version = _apiVersion,                      Title = ""CHIETAMIS API"",                      Description = ""CHIETAMIS"",                      // uncomment if needed TermsOfService = new Uri(""https://example.com/terms""),                      Contact = new OpenApiContact                      {                          Name = ""CHIETAMIS"",                          Email = string.Empty,                          Url = new Uri(""https://twitter.com/aspboilerplate""),                      },                      License = new OpenApiLicense                      {                          Name = ""MIT License"",                          Url = new Uri(""https://github.com/aspnetboilerplate/aspnetboilerplate/blob/dev/LICENSE""),                      }                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\Startup.cs,58,12,"M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection,System.String)",,,,,"services.AddHttpClient(""FileServer"")                  .ConfigurePrimaryHttpMessageHandler(() => new System.Net.Http.HttpClientHandler                  {                      ServerCertificateCustomValidationCallback =                          System.Net.Http.HttpClientHandler.DangerousAcceptAnyServerCertificateValidator                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,56,8,T:Microsoft.AspNetCore.Authentication.JwtBearer.MessageReceivedContext,,,,,private static Task QueryStringTokenResolver(MessageReceivedContext context)
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,73,12,P:Microsoft.AspNetCore.Authentication.JwtBearer.MessageReceivedContext.Token,,,,,context.Token = SimpleStringCipher.Instance.Decrypt(qsAuthToken);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,46,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerEvents.OnMessageReceived,,,,,options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,46,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerEvents,,,,,options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,46,20,M:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerEvents.#ctor,,,,,options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,46,20,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerEvents,,,,,options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,46,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Events,,,,,options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,25,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"options.TokenValidationParameters = new TokenValidationParameters                      {                          // The signing key must match!                          ValidateIssuerSigningKey = true,                          IssuerSigningKey = new SymmetricSecurityKey(Encoding.ASCII.GetBytes(configuration[""Authentication:JwtBearer:SecurityKey""])),                            // Validate the JWT Issuer (iss) claim                          ValidateIssuer = true,                          ValidIssuer = configuration[""Authentication:JwtBearer:Issuer""],                            // Validate the JWT Audience (aud) claim                          ValidateAudience = true,                          ValidAudience = configuration[""Authentication:JwtBearer:Audience""],                            // Validate the token expiry                          ValidateLifetime = true,                            // If you want to allow a certain amount of clock drift, set that here                          ClockSkew = TimeSpan.Zero                      };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,23,20,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Audience,,,,,"options.Audience = configuration[""Authentication:JwtBearer:Audience""];"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,18,16,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"services.AddAuthentication(options => {                      options.DefaultAuthenticateScheme = ""JwtBearer"";                      options.DefaultChallengeScheme = ""JwtBearer"";                  }).AddJwtBearer(""JwtBearer"", options =>                  {                      options.Audience = configuration[""Authentication:JwtBearer:Audience""];                        options.TokenValidationParameters = new TokenValidationParameters                      {                          // The signing key must match!                          ValidateIssuerSigningKey = true,                          IssuerSigningKey = new SymmetricSecurityKey(Encoding.ASCII.GetBytes(configuration[""Authentication:JwtBearer:SecurityKey""])),                            // Validate the JWT Issuer (iss) claim                          ValidateIssuer = true,                          ValidIssuer = configuration[""Authentication:JwtBearer:Issuer""],                            // Validate the JWT Audience (aud) claim                          ValidateAudience = true,                          ValidAudience = configuration[""Authentication:JwtBearer:Audience""],                            // Validate the token expiry                          ValidateLifetime = true,                            // If you want to allow a certain amount of clock drift, set that here                          ClockSkew = TimeSpan.Zero                      };                        options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\CHIETAMIS.Web.Host\CHIETAMIS.Web.Host.csproj,File,src\CHIETAMIS.Web.Host\Startup\AuthConfigurer.cs,18,16,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.String,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"services.AddAuthentication(options => {                      options.DefaultAuthenticateScheme = ""JwtBearer"";                      options.DefaultChallengeScheme = ""JwtBearer"";                  }).AddJwtBearer(""JwtBearer"", options =>                  {                      options.Audience = configuration[""Authentication:JwtBearer:Audience""];                        options.TokenValidationParameters = new TokenValidationParameters                      {                          // The signing key must match!                          ValidateIssuerSigningKey = true,                          IssuerSigningKey = new SymmetricSecurityKey(Encoding.ASCII.GetBytes(configuration[""Authentication:JwtBearer:SecurityKey""])),                            // Validate the JWT Issuer (iss) claim                          ValidateIssuer = true,                          ValidIssuer = configuration[""Authentication:JwtBearer:Issuer""],                            // Validate the JWT Audience (aud) claim                          ValidateAudience = true,                          ValidAudience = configuration[""Authentication:JwtBearer:Audience""],                            // Validate the token expiry                          ValidateLifetime = true,                            // If you want to allow a certain amount of clock drift, set that here                          ClockSkew = TimeSpan.Zero                      };                        options.Events = new JwtBearerEvents                      {                          OnMessageReceived = QueryStringTokenResolver                      };                  });"
